SUPPLIER SAMPLE NAME	SERIES	ASP-PROJ CODE-COUNTRY CODE-MMYY-PLATENO	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	ORGANISM_PART	CATCH_ID	ORDER_OR_GROUP	FAMILY	GENUS	SCIENTIFIC_NAME	LIFESTAGE	SEX	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	HABITAT	TIME_OF_COLLECTION	TIME_OF_COLLECTION.1	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	IDENTIFIED_HOW	PRESERVATION_APPROACH	PRESERVATIVE_SOLUTION	TIME_ELAPSED_FROM_COLLECTION_TO_PRESERVATION	DATE_OF_PRESERVATION	HAZARD_GROUP	REGULATORY_COMPLIANCE	VOUCHER_ID	TEMP.(°C)	HUMIDITY_(%)	WIND_DIRECTION	WIND SPEED_(km/h)	GUST SPEED_(km/h) 	RAINFALL_(mm)	SOLAR_RADIATION_(W/m²)	COLLECTED_BY	COLLECTOR_AFFILIATION	IDENTIFIED_BY	IDENTIFIER_AFFILIATION	PRESERVED_BY	PRESERVER_AFFILIATION	DATE_RECEIVED	ARRIVAL_CONDITION	SAMPLE_TYPE	PARTNER_PLATE_ID	MOSQUITO_PLATE_ID	MOSQUITO_WELL_ID	DATE_OF_DNA_EXTRACTION	ETHANOL REMOVED	BUFFER	BUFFER VOL ADDED	SAMPLE_VOLUME	DNA_STOCK_PLATE_BARCODE	DNA_STOCK_WELL_ID	DNA_QUANTIFICATION_METHOD	DNA_STOCK_CONCENTRATION	DNA_DIL_PLATE_BARCODE	DILUTION	VOL_STOCK_DNA	VOL_WATER	TOTAL_DIL_VOL	SCIOPS_PLATE_ID	SCIOPS_STUDY_ID	SCIOPS_PROJECT_ID	PARENT_RT_TICKET_NUMBER	CHILD_RT_TICKET_NUMBER	SCIOPS_MANIFEST_NUMBER	MANIFEST_SENT_TO_SCIOPS	SAMPLES_SUBMITTED_TO_SCIOPS	s_Sample	assigned	res_coarse	res_int	res_fine	n_mosquito_targets	mosquito_reads	mean_mosquito_haps	n_multiallelic	VAE_species	species_call	call_method
DN806232W_B3	114.0	ASP-BUMI-BF-2103-02	PLATE2	B3	WHOLE_ORGANISM	Tube16	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6787	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	5:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	18.68	91.70	101.10	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	B3	20210429	Y	C	60.0	20.0	MOZZ00000947A	B3			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_B3	True	Pyretophorus_series	Anopheles_gambiae_complex		59.0	5420.0	1.5084745762711864	4.0	Anopheles_coluzzii	Anopheles_coluzzii	VAE
DN806232W_C3	115.0	ASP-BUMI-BF-2103-02	PLATE2	C3	WHOLE_ORGANISM	Tube16	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6787	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	5:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	18.68	91.70	101.10	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	C3	20210429	Y	C	60.0	20.0	MOZZ00000947A	C3			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_C3	True	Pyretophorus_series	Anopheles_gambiae_complex		50.0	2793.0	1.3	1.0	Anopheles_coluzzii	Anopheles_coluzzii	VAE
DN806232W_D3	116.0	ASP-BUMI-BF-2103-02	PLATE2	D3	WHOLE_ORGANISM	Tube16	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6787	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	5:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	18.68	91.70	101.10	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	D3	20210429	Y	C	60.0	20.0	MOZZ00000947A	D3			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_D3	True	Pyretophorus_series	Anopheles_gambiae_complex		58.0	6814.0	1.3793103448275863	1.0	Anopheles_coluzzii	Anopheles_coluzzii	VAE
DN806232W_E3	117.0	ASP-BUMI-BF-2103-02	PLATE2	E3	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	E3	20210429	Y	C	60.0	20.0	MOZZ00000947A	E3			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_E3	True	Pyretophorus_series	Anopheles_gambiae_complex		51.0	3208.0	1.411764705882353	1.0	Uncertain_coluzzii_gambiae	Uncertain_coluzzii_gambiae	VAE
DN806232W_F3	118.0	ASP-BUMI-BF-2103-02	PLATE2	F3	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	F3	20210429	Y	C	60.0	20.0	MOZZ00000947A	F3			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_F3	True	Pyretophorus_series	Anopheles_gambiae_complex		42.0	1928.0	1.1666666666666667	0.0		Anopheles_gambiae_complex	NN_INTERMEDIATE
DN806232W_G3	119.0	ASP-BUMI-BF-2103-02	PLATE2	G3	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	G3	20210429	Y	C	60.0	20.0	MOZZ00000947A	G3			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_G3	True	Pyretophorus_series	Anopheles_gambiae_complex		49.0	2851.0	1.2653061224489797	1.0		Anopheles_gambiae_complex	NN_INTERMEDIATE
DN806232W_H3	120.0	ASP-BUMI-BF-2103-02	PLATE2	H3	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	H3	20210429	Y	C	60.0	20.0	MOZZ00000947A	H3			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_H3	True	Pyretophorus_series	Anopheles_gambiae_complex		21.0	485.0	1.1428571428571428	1.0		Anopheles_gambiae_complex	NN_INTERMEDIATE
DN806232W_A4	121.0	ASP-BUMI-BF-2103-02	PLATE2	A4	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	A4	20210429	Y	C	60.0	20.0	MOZZ00000947A	A4			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_A4	True	Pyretophorus_series	Anopheles_gambiae_complex		50.0	2729.0	1.22	0.0	Uncertain_coluzzii_gambiae	Uncertain_coluzzii_gambiae	VAE
DN806232W_B4	122.0	ASP-BUMI-BF-2103-02	PLATE2	B4	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	B4	20210429	Y	C	60.0	20.0	MOZZ00000947A	B4			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_B4	True	Pyretophorus_series	Anopheles_gambiae_complex		48.0	3103.0	1.3541666666666667	2.0		Anopheles_gambiae_complex	NN_INTERMEDIATE
DN806232W_C4	123.0	ASP-BUMI-BF-2103-02	PLATE2	C4	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	C4	20210429	Y	C	60.0	20.0	MOZZ00000947A	C4			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_C4	True	Pyretophorus_series	Anopheles_gambiae_complex		56.0	4112.0	1.4107142857142858	6.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806232W_D4	124.0	ASP-BUMI-BF-2103-02	PLATE2	D4	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	D4	20210429	Y	C	60.0	20.0	MOZZ00000947A	D4			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_D4	True	Pyretophorus_series	Anopheles_gambiae_complex		50.0	2559.0	1.28	1.0	Uncertain_gambiae_coluzzii	Uncertain_gambiae_coluzzii	VAE
DN806232W_E4	125.0	ASP-BUMI-BF-2103-02	PLATE2	E4	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	E4	20210429	Y	C	60.0	20.0	MOZZ00000947A	E4			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_E4	True	Pyretophorus_series	Anopheles_gambiae_complex		55.0	6540.0	1.509090909090909	1.0	Anopheles_coluzzii	Anopheles_coluzzii	VAE
DN806232W_F4	126.0	ASP-BUMI-BF-2103-02	PLATE2	F4	WHOLE_ORGANISM	Tube17	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6818	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	0:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	20.56	84.90	88.40	0.00	0.00	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	F4	20210429	Y	C	60.0	20.0	MOZZ00000947A	F4			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_F4	True	Pyretophorus_series	Anopheles_gambiae_complex		53.0	3420.0	1.3018867924528301	2.0	Uncertain_coluzzii_gambiae	Uncertain_coluzzii_gambiae	VAE
DN806232W_G4	127.0	ASP-BUMI-BF-2103-02	PLATE2	G4	WHOLE_ORGANISM	Tube18	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.BV.17-6816	2017-10-22	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°7 DE BOBO-DIOULASSO | BANA VILLAGE 	11.2339822	-4.4725306	RURAL AREA	23:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-10-22	HG1	Y	NOT_APPLICABLE	22.61	82.00	127.80	0.00	2.74	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE2	MOZZ00000947A	G4	20210429	Y	C	60.0	20.0	MOZZ00000947A	G4			GDNA00000684A	1:10	2	18	20	DN806232W	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806232W_G4	True	Pyretophorus_series	Anopheles_gambiae_complex		57.0	5229.0	1.4912280701754386	5.0	Anopheles_gambiae	Anopheles_gambiae	VAE
